name,sku,barcode,category,sales_price,product_cost,stock,warning_limit,unit,featured,unlimited,image
IceCream Cornito,ID1523,,,"4,000",0,0,0,,no,yes,
Ice Cream Hula hula,ID1524,,,"4,000",0,0,0,,no,yes,
Ice Cream Olipia,ID1525,,,"4,000",0,0,0,,no,yes,
Ice Cream Petit,ID1526,,,"1,500",0,0,0,,no,yes,
Ice Cream Spedermin,ID1527,,,"4,000",0,0,0,,no,yes,
Ice Cream Sunday,ID1528,,,"6,000",0,0,0,,no,yes,
Ice Cream Tropicana,ID1529,,,"4,000",0,0,0,,no,yes,
Ice Cream,ID1530,,,"1,084,000",0,0,0,,no,yes,
Ice Histeria 9000,ID1531,,,"7,000",0,0,0,,no,yes,
Ice My Cup 3500,ID1532,,,"2,500",0,0,0,,no,yes,
Ichitan,ID1533,,,"3,500",0,0,0,,no,yes,
Ici Oca,ID1534,,,"2,150",0,0,0,,no,yes,
Icon,ID1535,,,"17,000",0,0,0,,no,yes,
Levos X,ID1536,,,"4,800",0,0,0,,no,yes,
Ikan Koi 25 kl,ID1537,,,"322,500",0,0,0,,no,yes,
Ikan Paus 5 Kl,ID1538,,,"73,000",0,0,0,,no,yes,
Ikan terbang Eceran,ID1539,,,800,0,0,0,,no,yes,
Implora Semir,ID1540,,,"9,000",0,0,0,,no,yes,
In heler Lang,ID1541,,,"8,000",0,0,0,,no,yes,
in Bol,ID1542,,,"22,700",0,0,0,,no,yes,
Ina Bold,ID1543,,,"19,500",0,0,0,,no,yes,
Indo café Botol,ID1544,,,"8,500",0,0,0,,no,yes,
Indocafe 1 ds,ID1545,,,"720,000",0,0,0,,no,yes,
Indocafe cappucino,ID1546,,,"1,700",0,0,0,,no,yes,
Indocafe Coffeemix,ID1547,,,"1,450",0,0,0,,no,yes,
Indofood saos pedas,ID1548,,,"7,000",0,0,0,,no,yes,
Indofood saos tomat,ID1549,,,"7,000",0,0,0,,no,yes,
Indomie 4 Gentong,ID1550,,,"2,800",0,0,0,,no,yes,
Indomie Aceh,ID1551,,,"2,850",0,0,0,,no,yes,
Indomie Ayam Bawang,ID1552,,,"2,700",0,0,0,,no,yes,
Indomie Ayam Spesial,ID1553,,,"2,700",0,0,0,,no,yes,
Indomie Cabe ijo,ID1554,,,"2,850",0,0,0,,no,yes,
Indomie empal gentong,ID1555,,,"2,800",0,0,0,,no,yes,
Indomie Geprek,ID1556,,,"2,850",0,0,0,,no,yes,
Indomie Goreng,ID1557,,,"2,850",0,0,0,,no,yes,
Indomie Goreng Kriyuk,ID1558,,,"2,850",0,0,0,,no,yes,
Indomie Goreng Rica 2,ID1559,,,"2,850",0,0,0,,no,yes,
Indomie Goreng Jumbo,ID1560,,,"3,650",0,0,0,,no,yes,
Indomie Kaldu Ayam,ID1561,,,"2,700",0,0,0,,no,yes,
Indomie Kari Ayam,ID1562,,,"2,800",0,0,0,,no,yes,
Indomie Kocok bandung,ID1563,,,"2,800",0,0,0,,no,yes,
Indomie Rawon Pedas,ID1564,,,"2,850",0,0,0,,no,yes,
Indomie Rendang,ID1565,,,"2,850",0,0,0,,no,yes,
Indomie Seblak,ID1566,,,"2,850",0,0,0,,no,yes,
Indomie Soto,ID1567,,,"2,700",0,0,0,,no,yes,
Indomies Spesial,ID1568,,,"2,700",0,0,0,,no,yes,
Indomilk Kids 1 ds,ID1569,,,"93,000",0,0,0,,no,yes,
Indomilk Kids Coklat 125 ml,ID1570,,,"2,330",0,0,0,,no,yes,
Indomilk Saset,ID1571,,,"1,300",0,0,0,,no,yes,
Indomilk X,ID1572,,,"8,500",0,0,0,,no,yes,
Indomilk Botol 190 ml,ID1573,,,"3,450",0,0,0,,no,yes,
Indosat 1 gb,ID1574,,,"6,600",0,0,0,,no,yes,
"Indosat 2,5 gb",ID1575,,,"12,800",0,0,0,,no,yes,
Inmil,ID1576,,,"24,950",0,0,0,,no,yes,
Inna Bool,ID1577,,,"17,800",0,0,0,,no,yes,
Insana,ID1578,,,625,0,0,0,,no,yes,
Insidal,ID1579,,,"3,500",0,0,0,,no,yes,
Insokap ds,ID1580,,,"19,000",0,0,0,,no,yes,
Insta,ID1581,,,"20,000",0,0,0,,no,yes,
Insta water melon 16,ID1582,,,"20,500",0,0,0,,no,yes,
"Insto 7,5",ID1583,,,"12,500",0,0,0,,no,yes,
Inter mie,ID1584,,,"1,600",0,0,0,,no,yes,
Inza,ID1585,,,625,0,0,0,,no,yes,
Inzana,ID1586,,,625,0,0,0,,no,yes,
isi ulang ega,ID1587,,,"9,000",0,0,0,,no,yes,
Isi Ulang hit 175 ml,ID1588,,,"8,000",0,0,0,,no,yes,
Isi Ulang ro,ID1589,,,"4,000",0,0,0,,no,yes,
iso plus 350 ml,ID1590,,,"2,500",0,0,0,,no,yes,
iso cup,ID1591,,,"19,000",0,0,0,,no,yes,
istana,ID1592,,,"8,000",0,0,0,,no,yes,
Iuro Hitam,ID1593,,,"7,900",0,0,0,,no,yes,
Iuro Putih,ID1594,,,"6,900",0,0,0,,no,yes,
izzi 100 ml,ID1595,,,"12,500",0,0,0,,no,yes,
izzi 60 ml,ID1596,,,"8,500",0,0,0,,no,yes,
J imbun,ID1597,,,"7,000",0,0,0,,no,yes,
J1,ID1598,,,"11,000",0,0,0,,no,yes,
Jagian Neon,ID1599,,,"9,000",0,0,0,,no,yes,
Jagung 10,ID1600,,,"6,000",0,0,0,,no,yes,
Jagung 16,ID1601,,,"10,000",0,0,0,,no,yes,
jahe bubuk,ID1602,,,850,0,0,0,,no,yes,
jahe kraton,ID1603,,,"2,500",0,0,0,,no,yes,
Jahe Merah Amh,ID1604,,,900,0,0,0,,no,yes,
jahe Merah berkah,ID1605,,,900,0,0,0,,no,yes,
jaipong 1 ds,ID1606,,,"170,000",0,0,0,,no,yes,
Jambu Citra,ID1607,,,"7,000",0,0,0,,no,yes,
Jamu Banteng,ID1608,,,"3,500",0,0,0,,no,yes,
Jamu Kunir Asem,ID1609,,,"7,500",0,0,0,,no,yes,
Jamu Pegel Linu,ID1610,,,"3,500",0,0,0,,no,yes,
Jangger,ID1611,,,"9,000",0,0,0,,no,yes,
japota 10000,ID1612,,,"9,000",0,0,0,,no,yes,
Jarum Agra,ID1613,,,"2,500",0,0,0,,no,yes,
Jarum Coklat Elit 12,ID1614,,,"16,000",0,0,0,,no,yes,
jaruk Coklat Filter 12,ID1615,,,"21,300",0,0,0,,no,yes,
Jarum Coklat Mocca,ID1616,,,"16,000",0,0,0,,no,yes,
jarum jahit 2500,ID1617,,,"1,500",0,0,0,,no,yes,
jarum Jahit 5000,ID1618,,,"3,500",0,0,0,,no,yes,
jarum nex eceran,ID1619,,,"1,416",0,0,0,,no,yes,
jarum pentol,ID1620,,,"2,000",0,0,0,,no,yes,
jarum pentol 1000,ID1621,,,800,0,0,0,,no,yes,
jarum super 12,ID1622,,,"22,900",0,0,0,,no,yes,
jarum wraps,ID1623,,,"14,500",0,0,0,,no,yes,
Jas hujan,ID1624,,,"17,000",0,0,0,,no,yes,
jas hujan 8000,ID1625,,,"6,000",0,0,0,,no,yes,
jas hujan kresek,ID1626,,,"8,000",0,0,0,,no,yes,
jas hujan plastik 5000,ID1627,,,"4,000",0,0,0,,no,yes,
jasjus,ID1628,,,320,0,0,0,,no,yes,
jasjus 1 pak,ID1629,,,"16,000",0,0,0,,no,yes,
jati mild,ID1630,,,"16,800",0,0,0,,no,yes,
java mild,ID1631,,,"14,500",0,0,0,,no,yes,
jaz 1,ID1632,,,900,0,0,0,,no,yes,
jaz 1 ds,ID1633,,,"96,000",0,0,0,,no,yes,
jaz 1 800 gr,ID1634,,,"18,000",0,0,0,,no,yes,
jazy bold 20,ID1635,,,"20,000",0,0,0,,no,yes,
Jazy Kretek,ID1636,,,"7,000",0,0,0,,no,yes,
Jazy mix,ID1637,,,"19,000",0,0,0,,no,yes,
jazy pop,ID1638,,,"23,000",0,0,0,,no,yes,
jelly buah,ID1639,,,850,0,0,0,,no,yes,
jenaka 12,ID1640,,,"8,800",0,0,0,,no,yes,
jenaka 16,ID1641,,,"11,500",0,0,0,,no,yes,
Jenggala,ID1642,,,"8,500",0,0,0,,no,yes,
Jepit Rambut 1000,ID1643,,,800,0,0,0,,no,yes,
Jepitan buku 500,ID1644,,,300,0,0,0,,no,yes,
jinggo 10,ID1645,,,"9,000",0,0,0,,no,yes,
jinggo herbal,ID1646,,,"10,000",0,0,0,,no,yes,
jinggo teh ,ID1647,,,"9,500",0,0,0,,no,yes,
jinten bubuk,ID1648,,,461,0,0,0,,no,yes,
jinten coklat,ID1649,,,"7,500",0,0,0,,no,yes,
jolly,ID1650,,,"4,000",0,0,0,,no,yes,
jolly 250,ID1651,,,"7,500",0,0,0,,no,yes,
jolly jumbo,ID1652,,,"18,000",0,0,0,,no,yes,
Juang,ID1653,,,"8,800",0,0,0,,no,yes,
Juara Apel,ID1654,,,"13,400",0,0,0,,no,yes,
Juara Bery,ID1655,,,"13,400",0,0,0,,no,yes,
Juara Click Mangga,ID1656,,,"24,700",0,0,0,,no,yes,
Juara Filter ,ID1657,,,"22,400",0,0,0,,no,yes,
Juara jambu,ID1658,,,"13,400",0,0,0,,no,yes,
Juar kretek,ID1659,,,"13,400",0,0,0,,no,yes,
Juara Kretek Eceran,ID1660,,,"1,050",0,0,0,,no,yes,
Juara Kretek Master,ID1661,,,"14,200",0,0,0,,no,yes,
Juara Mangga,ID1662,,,"13,400",0,0,0,,no,yes,
Juara teh manis,ID1663,,,"13,300",0,0,0,,no,yes,
Jumbo Coklat,ID1664,,,"11,000",0,0,0,,no,yes,
Jump Copy,ID1665,,,"20,000",0,0,0,,no,yes,
Jump Eceran,ID1666,,,950,0,0,0,,no,yes,
Juragan,ID1667,,,"8,000",0,0,0,,no,yes,
Just Ful,ID1668,,,"11,000",0,0,0,,no,yes,
Just Mil,ID1669,,,"9,000",0,0,0,,no,yes,
Juzi,ID1670,,,"1,500",0,0,0,,no,yes,
kacang 4000,ID1671,,,"3,000",0,0,0,,no,yes,
Kacang Atom 1000 1 bl,ID1672,,,"85,000",0,0,0,,no,yes,
kacang Boby,ID1673,,,"9,000",0,0,0,,no,yes,
Kacang boby 2000,ID1674,,,"1,600",0,0,0,,no,yes,
Kacang Garuda 12000,ID1675,,,"10,500",0,0,0,,no,yes,
Kacang Garuda 5000,ID1676,,,"4,300",0,0,0,,no,yes,
Kacang ijo 1/4,ID1677,,,"6,000",0,0,0,,no,yes,
Kacang Koro 1 bl,ID1678,,,"51,000",0,0,0,,no,yes,
Kacang koro 13000,ID1679,,,"12,000",0,0,0,,no,yes,
Kacang Kulit 10000 1 bl,ID1680,,,"85,000",0,0,0,,no,yes,
Kacang Kupas,ID1681,,,"12,000",0,0,0,,no,yes,
Kacang Pukul 9000,ID1682,,,"8,000",0,0,0,,no,yes,
Kacang Roba 17000,ID1683,,,"15,000",0,0,0,,no,yes,
Kacang sbm 14000,ID1684,,,"12,500",0,0,0,,no,yes,
Kacang 1 on ,ID1685,,,"2,700",0,0,0,,no,yes,
Kacang tanah 1/4,ID1686,,,"7,000",0,0,0,,no,yes,
Kacang Tanah 2000,ID1687,,,"1,500",0,0,0,,no,yes,
Kacang tanah 5000,ID1688,,,"4,000",0,0,0,,no,yes,
Kaldu Jamur,ID1689,,,950,0,0,0,,no,yes,
Kalpa 1 pak,ID1690,,,"21,000",0,0,0,,no,yes,
Kalpanak cair 10 ml,ID1691,,,"5,500",0,0,0,,no,yes,
kalpanak creim 6 hr,ID1692,,,"14,500",0,0,0,,no,yes,
Kamper 2000,ID1693,,,"1,500",0,0,0,,no,yes,
kamper 4000,ID1694,,,"3,000",0,0,0,,no,yes,
kamper 6000,ID1695,,,"4,500",0,0,0,,no,yes,
kana,ID1696,,,"13,500",0,0,0,,no,yes,
kansas 12,ID1697,,,"9,500",0,0,0,,no,yes,
kansas 20,ID1698,,,"16,500",0,0,0,,no,yes,
kantong plastik 10 L,ID1699,,,"8,500",0,0,0,,no,yes,
Kantong plastik 1 L,ID1700,,,"4,000",0,0,0,,no,yes,
Kantong Plastik 2500,ID1701,,,"1,600",0,0,0,,no,yes,
Kantong plastik candi B,ID1702,,,"2,200",0,0,0,,no,yes,
Kantong plastik ekonomi 14,ID1703,,,"4,000",0,0,0,,no,yes,
Kantong plastik ekonomi 15,ID1704,,,"2,000",0,0,0,,no,yes,
Kantong plastik gelas,ID1705,,,"4,000",0,0,0,,no,yes,
kantong plastok k,ID1706,,,900,0,0,0,,no,yes,
kantong plastok k,ID1707,,,"4,000",0,0,0,,no,yes,
Kantong Plastik Logo 10 L,ID1708,,,"8,500",0,0,0,,no,yes,
Kantong Plastik Putih 1 L 8 rb,ID1709,,,"8,000",0,0,0,,no,yes,
Kantong Plastik putih 1L 5rb,ID1710,,,"4,000",0,0,0,,no,yes,
Kantong Plastik putih 5 L,ID1711,,,"8,500",0,0,0,,no,yes,
Kantong Plastik Tunas 5 L,ID1712,,,"5,250",0,0,0,,no,yes,
Kaos Kaki,ID1713,,,"3,500",0,0,0,,no,yes,
Kaos Kaki Sock,ID1714,,,"4,500",0,0,0,,no,yes,
kaos Tangan,ID1715,,,"2,500",0,0,0,,no,yes,
Kaos tangan 10000,ID1716,,,"8,000",0,0,0,,no,yes,
Kapak,ID1717,,,"10,500",0,0,0,,no,yes,
Kapal api 150gr,ID1718,,,"20,000",0,0,0,,no,yes,
Kapal Api 1 ds,ID1719,,,"197,000",0,0,0,,no,yes,
Kapal Api 30 gr,ID1720,,,"3,800",0,0,0,,no,yes,
Kapal Api 380 gr,ID1721,,,"31,000",0,0,0,,no,yes,
Kapal Api 90 gr,ID1722,,,"13,500",0,0,0,,no,yes,
Kapal Api Grande,ID1723,,,"1,750",0,0,0,,no,yes,
Kapal Api Gula Aren,ID1724,,,"1,650",0,0,0,,no,yes,
Kapal Api Mantap 60 grm,ID1725,,,"6,600",0,0,0,,no,yes,
Kapal Api Mantap 60 gr 1 dus,ID1726,,,"328,000",0,0,0,,no,yes,
Kapal Api Mantap Saset,ID1727,,,"1,200",0,0,0,,no,yes,
Kapal Api Mini,ID1728,,,950,0,0,0,,no,yes,
Kapal Api mini 1 dus,ID1729,,,"180,000",0,0,0,,no,yes,
Kapal Api mix 23 grm,ID1730,,,"1,650",0,0,0,,no,yes,
Kapal Api SIG,ID1731,,,"3,250",0,0,0,,no,yes,
Kapal Api Signature,ID1732,,,"1,150",0,0,0,,no,yes,
Kapal Api Sp 70 gr,ID1733,,,"6,000",0,0,0,,no,yes,
Kapal Api Special bubuk 60 gr,ID1734,,,"8,600",0,0,0,,no,yes,
Kapal Api Spesial 6.5 grm,ID1735,,,950,0,0,0,,no,yes,
Kapal Api Susu,ID1736,,,"1,650",0,0,0,,no,yes,
Kapal Sakti,ID1737,,,"9,000",0,0,0,,no,yes,
Kapas Karisma,ID1738,,,"5,000",0,0,0,,no,yes,
Kapas Purbasari,ID1739,,,"2,000",0,0,0,,no,yes,
Kapas Sari Ayu 35 gr,ID1740,,,"5,000",0,0,0,,no,yes,
Kapas Selection,ID1741,,,"5,000",0,0,0,,no,yes,
Kapten,ID1742,,,"8,500",0,0,0,,no,yes,
Kapten,ID1743,,,"2,500",0,0,0,,no,yes,
Kapur Ajaib,ID1744,,,"1,500",0,0,0,,no,yes,
Kapur Barus,ID1745,,,"2,500",0,0,0,,no,yes,
Kara,ID1746,,,"9,000",0,0,0,,no,yes,
Kara B,ID1747,,,"5,500",0,0,0,,no,yes,
Karbol,ID1748,,,833,0,0,0,,no,yes,
Karbon Jambu,ID1749,,,"22,000",0,0,0,,no,yes,
Karet 2000,ID1750,,,"1,500",0,0,0,,no,yes,
Karet Gelang,ID1751,,,"3,000",0,0,0,,no,yes,
Jaret Gelang 100 gr,ID1752,,,"4,500",0,0,0,,no,yes,
Karet Gelang Merah,ID1753,,,"6,500",0,0,0,,no,yes,
karton,ID1754,,,"2,000",0,0,0,,no,yes,
Katembat,ID1755,,,550,0,0,0,,no,yes,
Katembat 2000,ID1756,,,"1,350",0,0,0,,no,yes,
Katembat 3500,ID1757,,,"2,800",0,0,0,,no,yes,
Kater 11000,ID1758,,,"9,000",0,0,0,,no,yes,
Kater B,ID1759,,,"5,000",0,0,0,,no,yes,
Kater Besar,ID1760,,,"2,500",0,0,0,,no,yes,
Kater Kecil,ID1761,,,"1,500",0,0,0,,no,yes,
Kawat Cuci,ID1762,,,"3,500",0,0,0,,no,yes,
Kawat Cuci 3000,ID1763,,,"2,500",0,0,0,,no,yes,
Kawat Panci 15000,ID1764,,,"13,000",0,0,0,,no,yes,
Kayu Manis,ID1765,,,"9,000",0,0,0,,no,yes,
Kayu Manis bubuk,ID1766,,,450,0,0,0,,no,yes,
Kayu Putih 120 ml,ID1767,,,"34,500",0,0,0,,no,yes,
KD,ID1768,,,"13,500",0,0,0,,no,yes,
Kd Bold,ID1769,,,"16,500",0,0,0,,no,yes,
Kebun Palem,ID1770,,,"9,000",0,0,0,,no,yes,
Kecap 2 burung,ID1771,,,"2,500",0,0,0,,no,yes,
Kecap 20000,ID1772,,,"18,000",0,0,0,,no,yes,
Kecap ABC 1000,ID1773,,,850,0,0,0,,no,yes,
Kecap ABC 11000,ID1774,,,"10,000",0,0,0,,no,yes,
Kecap ABC 2000,ID1775,,,"1,800",0,0,0,,no,yes,
Kecap ABC 3000,ID1776,,,"2,500",0,0,0,,no,yes,
Kecap ABC 300 g,ID1777,,,"10,000",0,0,0,,no,yes,
Kecap ABC 685 Ml,ID1778,,,"21,000",0,0,0,,no,yes,
Kecap ABC Botol 135 ml,ID1779,,,"5,500",0,0,0,,no,yes,
Kecap ABC saset,ID1780,,,416,0,0,0,,no,yes,
Kecap Asin 133 ml,ID1781,,,"6,000",0,0,0,,no,yes,
Kecap Bango 3000,ID1782,,,"2,500",0,0,0,,no,yes,
Kecap Botol SH 300 ml,ID1783,,,"11,000",0,0,0,,no,yes,
Kecap botol / Nasional 135 ml,ID1784,,,"6,500",0,0,0,,no,yes,
Kecap Guna 530,ID1785,,,"11,500",0,0,0,,no,yes,
Kecap Gunung Juara,ID1786,,,"13,000",0,0,0,,no,yes,
Kecap Indofood,ID1787,,,"1,700",0,0,0,,no,yes,
Kecao Indofood 135 ml,ID1788,,,"13,000",0,0,0,,no,yes,
Kecap Kuda ,ID1789,,,"8,000",0,0,0,,no,yes,
Kecap Manis 135 ml,ID1790,,,"7,000",0,0,0,,no,yes,
Kecap Nasional 135 ml,ID1791,,,"5,000",0,0,0,,no,yes,
Kecap Nasiona 2000,ID1792,,,"1,700",0,0,0,,no,yes,
Kecap Nasional 220ml,ID1793,,,"8,500",0,0,0,,no,yes,
Kecap Nasional 520 ml,ID1794,,,"17,500",0,0,0,,no,yes,
Kecap Sarasa 225 ml,ID1795,,,"4,000",0,0,0,,no,yes,
Kecap Sate Botol,ID1796,,,"6,000",0,0,0,,no,yes,
Kecap Sawit  Saset,ID1797,,,900,0,0,0,,no,yes,
Kecap Sedap 1000,ID1798,,,900,0,0,0,,no,yes,
Kecap Sedap 225 ml,ID1799,,,"8,400",0,0,0,,no,yes,
Kecap Sedap 500,ID1800,,,416,0,0,0,,no,yes,
Kecap Sedap 550,ID1801,,,"21,000",0,0,0,,no,yes,
Keca Sedap 63 ml (2000),ID1802,,,"1,700",0,0,0,,no,yes,
Kecap Sedap 72B,ID1803,,,"22,000",0,0,0,,no,yes,
Kecap Sedap Botol,ID1804,,,"6,000",0,0,0,,no,yes,
Kecap Sedap Botol 135,ID1805,,,"6,500",0,0,0,,no,yes,
Kecap Sh 500,ID1806,,,450,0,0,0,,no,yes,
Kecap SH 620 ml,ID1807,,,"24,000",0,0,0,,no,yes,
Kecap Sh Botol 140 ml,ID1808,,,"6,500",0,0,0,,no,yes,
Kecap SH Botol 300 ml,ID1809,,,"11,000",0,0,0,,no,yes,
Kecao Sh Saset,ID1810,,,900,0,0,0,,no,yes,
Kecap Topi 520,ID1811,,,"11,000",0,0,0,,no,yes,
Kecap Toip Botol 225,ID1812,,,"8,500",0,0,0,,no,yes,
Keju,ID1813,,,"4,000",0,0,0,,no,yes,
Keju Procis,ID1814,,,"1,500",0,0,0,,no,yes,
Keju Win Chees,ID1815,,,"10,000",0,0,0,,no,yes,
Kelapa ijo 1 pak,ID1816,,,"21,000",0,0,0,,no,yes,
Kemiri 1 on,ID1817,,,"7,000",0,0,0,,no,yes,
Kemiri 1/2,ID1818,,,"42,000",0,0,0,,no,yes,
Kemiri 1/2 on,ID1819,,,"3,500",0,0,0,,no,yes,
Kemiri 1/4 ,ID1820,,,"9,000",0,0,0,,no,yes,
Kemiri 1 kl,ID1821,,,"60,000",0,0,0,,no,yes,
Kemiri 2000,ID1822,,,"1,500",0,0,0,,no,yes,
Kemiri 5000,ID1823,,,"4,000",0,0,0,,no,yes,
kencur bubuk,ID1824,,,850,0,0,0,,no,yes,
Kentang Goreng 1000 1 ds,ID1825,,,"51,000",0,0,0,,no,yes,
Keranjang Campur,ID1826,,,"8,000",0,0,0,,no,yes,
Keranjang Cegkeh,ID1827,,,"9,500",0,0,0,,no,yes,
Keripik 5000,ID1828,,,"4,000",0,0,0,,no,yes,
Kertas Folio 5000,ID1829,,,"4,500",0,0,0,,no,yes,
Keripik  Singkong 10000,ID1830,,,"8,000",0,0,0,,no,yes,
Kertas HVS,ID1831,,,500,0,0,0,,no,yes,
Kertas Kado,ID1832,,,"1,500",0,0,0,,no,yes,
Kertas kado 1 pak,ID1833,,,"40,000",0,0,0,,no,yes,
Kertas Nasi,ID1834,,,"18,000",0,0,0,,no,yes,
Kerta Nasi 1/2 pak 250,ID1835,,,"16,500",0,0,0,,no,yes,
Kertas Nasi 10000,ID1836,,,"8,500",0,0,0,,no,yes,
Kertas nasi 12000,ID1837,,,"11,000",0,0,0,,no,yes,
Kertas Nasi 2000,ID1838,,,"1,500",0,0,0,,no,yes,
Kertas nasi 210,ID1839,,,"26,000",0,0,0,,no,yes,
Kertas Nasi 250,ID1840,,,"23,000",0,0,0,,no,yes,
Kertas Nasi 2500,ID1841,,,"2,500",0,0,0,,no,yes,
Kertas Nasi 8000,ID1842,,,"6,500",0,0,0,,no,yes,
Kertas Nasi Eceran 1000,ID1843,,,800,0,0,0,,no,yes,
Kertas Nasi kecil,ID1844,,,"4,300",0,0,0,,no,yes,
Kertas Nasi Prasmanan,ID1845,,,"8,000",0,0,0,,no,yes,
Kertas Nasi Putih,ID1846,,,"5,000",0,0,0,,no,yes,
Kertas Nasi/lmbr,ID1847,,,104,0,0,0,,no,yes,
Kertas Folio ,ID1848,,,500,0,0,0,,no,yes,
Kertas Tisu Layangan 3000,ID1849,,,"2,000",0,0,0,,no,yes,
Kertas Wajik,ID1850,,,"1,500",0,0,0,,no,yes,
Kertas Wajik 1000,ID1851,,,800,0,0,0,,no,yes,
Kerupuk 1000,ID1852,,,800,0,0,0,,no,yes,
Kerupuk 10000,ID1853,,,"8,000",0,0,0,,no,yes,
Kerupuk 2000,ID1854,,,"1,600",0,0,0,,no,yes,
Kerupuk 2500,ID1855,,,"2,000",0,0,0,,no,yes,
Kerupuk 3000,ID1856,,,"2,500",0,0,0,,no,yes,
Kerupuk 4000,ID1857,,,"3,500",0,0,0,,no,yes,
Kerupuk 5000,ID1858,,,"4,000",0,0,0,,no,yes,
Kerupuk 6000,ID1859,,,"5,000",0,0,0,,no,yes,
Kerupuk Kulit 12000,ID1860,,,"10,000",0,0,0,,no,yes,
Kerupuk Udang 1/2,ID1861,,,"17,000",0,0,0,,no,yes,
Kerupuk Udang 1 kl,ID1862,,,"34,000",0,0,0,,no,yes,
Kerupuk uduk 1/4,ID1863,,,"4,750",0,0,0,,no,yes,
Kerupuk Warna 1/4,ID1864,,,"3,750",0,0,0,,no,yes,
Kerupuk Warna Warni,ID1865,,,"19,000",0,0,0,,no,yes,
Ketan Hitam 1/4,ID1866,,,"5,000",0,0,0,,no,yes,
Ketumbar 1/2,ID1867,,,"10,500",0,0,0,,no,yes,
Kijang Mas Agar,ID1868,,,"2,000",0,0,0,,no,yes,
Kikaz,ID1869,,,"8,000",0,0,0,,no,yes,
Kiko 2000,ID1870,,,"1,400",0,0,0,,no,yes,
Kiko Jelly / bj,ID1871,,,450,0,0,0,,no,yes,
Kiko jelly/Bungkus ,ID1872,,,"5,250",0,0,0,,no,yes,
kiko Stick 1 pak,ID1873,,,"5,000",0,0,0,,no,yes,
King Garet,ID1874,,,"13,000",0,0,0,,no,yes,
King kong jumbo,ID1875,,,"5,850",0,0,0,,no,yes,
Kingkong 1 ds,ID1876,,,"325,000",0,0,0,,no,yes,
Kingkong Eceran 1200,ID1877,,,"1,200",0,0,0,,no,yes,
Kiranti,ID1878,,,"5,500",0,0,0,,no,yes,
Kispray 1000,ID1879,,,833,0,0,0,,no,yes,
Kispray 300 ml,ID1880,,,"4,000",0,0,0,,no,yes,
Kispray 500,ID1881,,,416,0,0,0,,no,yes,
Kispray 7000,ID1882,,,"6,000",0,0,0,,no,yes,
Kispray Gold 300 ml,ID1883,,,"4,500",0,0,0,,no,yes,
Kispray Semprot,ID1884,,,"12,500",0,0,0,,no,yes,
Kit Motor shampoo,ID1885,,,"1,500",0,0,0,,no,yes,
Kit Poles,ID1886,,,"2,500",0,0,0,,no,yes,
Kiwi,ID1887,,,"16,500",0,0,0,,no,yes,
Klik 1000 1 pak,ID1888,,,"9,000",0,0,0,,no,yes,
Kodomo B,ID1889,,,"7,500",0,0,0,,no,yes,
Kodomo Kecil,ID1890,,,"3,000",0,0,0,,no,yes,
Kodomo 200 + 50,ID1891,,,"13,500",0,0,0,,no,yes,
Kok Dus Piala,ID1892,,,"3,500",0,0,0,,no,yes,
Kokomi,ID1893,,,1,0,0,0,,no,yes,
Kolpifer (cool viver) anak,ID1894,,,"6,250",0,0,0,,no,yes,
Kolpifer (cool viver) balita,ID1895,,,"5,750",0,0,0,,no,yes,
Kolpifer (cool viver) 5000,ID1896,,,"4,000",0,0,0,,no,yes,
komere 5000,ID1897,,,"4,000",0,0,0,,no,yes,
Komik anak,ID1898,,,850,0,0,0,,no,yes,
Komik Campur,ID1899,,,"1,450",0,0,0,,no,yes,
Komix campur ,ID1900,,,"1,400",0,0,0,,no,yes,
Komix Herbal,ID1901,,,"14,000",0,0,0,,no,yes,
Komix Herbal Eceran,ID1902,,,"2,350",0,0,0,,no,yes,
Komix Kid,ID1903,,,850,0,0,0,,no,yes,
Komo 2000 1 ds,ID1904,,,"32,000",0,0,0,,no,yes,
Komplit Tolak Angin (Tolak Linu),ID1905,,,"3,000",0,0,0,,no,yes,
Konco,ID1906,,,"14,500",0,0,0,,no,yes,
Kondisioner,ID1907,,,416,0,0,0,,no,yes,
Kondisioner bayi,ID1908,,,"8,500",0,0,0,,no,yes,
Kondisioner Pantine,ID1909,,,833,0,0,0,,no,yes,
Kong Guan Cream Krackrs 350 gr,ID1910,,,"6,000",0,0,0,,no,yes,
Konidin,ID1911,,,625,0,0,0,,no,yes,
Konidin Cair,ID1912,,,"1,200",0,0,0,,no,yes,
Koolfever,ID1913,,,"6,500",0,0,0,,no,yes,
Koi 100gr 12000,ID1914,,,"10,000",0,0,0,,no,yes,
Kopi 11,ID1915,,,"4,000",0,0,0,,no,yes,
Kopi 200 gr 14000,ID1916,,,"12,500",0,0,0,,no,yes,
Kpoi 29000,ID1917,,,"27,000",0,0,0,,no,yes,
Kopi abah,ID1918,,,"2,500",0,0,0,,no,yes,
Kopi bubuk Pandawa,ID1919,,,"20,000",0,0,0,,no,yes,
Kopi bubuk uang Mas,ID1920,,,"5,500",0,0,0,,no,yes,
Kopi Classic Mix,ID1921,,,"1,200",0,0,0,,no,yes,
Kopi Fresco,ID1922,,,"1,700",0,0,0,,no,yes,
Kopi gajah,ID1923,,,"1,150",0,0,0,,no,yes,
